phrase,target,file_path
The combined value of the orders is almost EUR 3mn,neutral,files/input/train\neutral\0232.txt
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products",neutral,files/input/train\neutral\0233.txt
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network",neutral,files/input/train\neutral\0234.txt
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations,neutral,files/input/train\neutral\0235.txt
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com,neutral,files/input/train\neutral\0236.txt
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9,neutral,files/input/train\neutral\0237.txt
The writing and publication of Lemmink+ï¿½inen -ï¿½ s history is a continuation of earlier collaboration between Antti Tuuri and the company,neutral,files/input/train\neutral\0238.txt
Also the development of online businesses will continue,neutral,files/input/train\neutral\0239.txt
The contract value amounts to EUR 2.4 million,neutral,files/input/train\neutral\0240.txt
The sales price was not disclosed,neutral,files/input/train\neutral\0241.txt
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007,neutral,files/input/train\neutral\0242.txt
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress,neutral,files/input/train\neutral\0243.txt
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority",neutral,files/input/train\neutral\0244.txt
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007",neutral,files/input/train\neutral\0245.txt
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October",neutral,files/input/train\neutral\0246.txt
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007",neutral,files/input/train\neutral\0247.txt
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn",neutral,files/input/train\neutral\0248.txt
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said",neutral,files/input/train\neutral\0249.txt
No planned closing date was provided,neutral,files/input/train\neutral\0250.txt
Rental of building equipment accounted for 88 percent of the operating income,neutral,files/input/train\neutral\0251.txt
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey",neutral,files/input/train\neutral\0252.txt
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan",neutral,files/input/train\neutral\0253.txt
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million",neutral,files/input/train\neutral\0254.txt
Decisions are to be made as quickly as possible,neutral,files/input/train\neutral\0255.txt
The first group of customers to be trained will be paint-shop owners and their assistants,neutral,files/input/train\neutral\0256.txt
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011,neutral,files/input/train\neutral\0257.txt
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner",neutral,files/input/train\neutral\0258.txt
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities",neutral,files/input/train\neutral\0259.txt
The agreement includes application maintenance and support services,neutral,files/input/train\neutral\0260.txt
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News,neutral,files/input/train\neutral\0261.txt
The report will be emailed within 2 business days of an order,neutral,files/input/train\neutral\0262.txt
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles,neutral,files/input/train\neutral\0263.txt
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m",neutral,files/input/train\neutral\0264.txt
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process",neutral,files/input/train\neutral\0265.txt
About Dopplr Dopplr is a service for smart travellers,neutral,files/input/train\neutral\0266.txt
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland,neutral,files/input/train\neutral\0267.txt
The idea of saving electricity in data transfer is still a new one,neutral,files/input/train\neutral\0268.txt
"In his current position , Manty has worked since 1996",neutral,files/input/train\neutral\0269.txt
`` They want my credit card info and my personal details,neutral,files/input/train\neutral\0270.txt
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries",neutral,files/input/train\neutral\0271.txt
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let",neutral,files/input/train\neutral\0272.txt
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year",neutral,files/input/train\neutral\0273.txt
The value of the orders is over EUR 10mn,neutral,files/input/train\neutral\0274.txt
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007",neutral,files/input/train\neutral\0275.txt
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",neutral,files/input/train\neutral\0276.txt
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 %",neutral,files/input/train\neutral\0277.txt
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India",neutral,files/input/train\neutral\0278.txt
The order is included in Metso 's fourth quarter 2007 order backlog,neutral,files/input/train\neutral\0279.txt
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth",neutral,files/input/train\neutral\0280.txt
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8,neutral,files/input/train\neutral\0281.txt
The turbines are expected to be launched by the end of 2012,neutral,files/input/train\neutral\0282.txt
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights",neutral,files/input/train\neutral\0283.txt
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta",neutral,files/input/train\neutral\0284.txt
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region",neutral,files/input/train\neutral\0285.txt
The value of the order is EUR 2.5 mn,neutral,files/input/train\neutral\0286.txt
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million,neutral,files/input/train\neutral\0287.txt
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/200",neutral,files/input/train\neutral\0288.txt
Negotiations with representatives of the personnel regarding the restructuring process have now been ended,neutral,files/input/train\neutral\0289.txt
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx",neutral,files/input/train\neutral\0290.txt
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology,neutral,files/input/train\neutral\0291.txt
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said",neutral,files/input/train\neutral\0292.txt
All depends on financing,neutral,files/input/train\neutral\0293.txt
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ï¿½rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy",neutral,files/input/train\neutral\0294.txt
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company",neutral,files/input/train\neutral\0295.txt
Work on the assignment has already started and is due for completion in spring 2011,neutral,files/input/train\neutral\0296.txt
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says",neutral,files/input/train\neutral\0297.txt
The transaction value is CAD 15 million approximately EUR 10 million,neutral,files/input/train\neutral\0298.txt
The expanded plant is scheduled to be operational by the middle of October 2009,neutral,files/input/train\neutral\0299.txt
The solid fuel is heated before sludge is mixed therein . ',neutral,files/input/train\neutral\0300.txt
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing,neutral,files/input/train\neutral\0301.txt
Its 168 asset management experts manage assets worth over EUR 35 billion,neutral,files/input/train\neutral\0302.txt
The estimated value of the deal is USD 9.2 million,neutral,files/input/train\neutral\0303.txt
The phones are targeted at first time users in growth markets,neutral,files/input/train\neutral\0304.txt
`` Serving customers locally is one of the cornerstones of customer focus for us,neutral,files/input/train\neutral\0305.txt
The issuer is solely responsible for the content of this announcement,neutral,files/input/train\neutral\0306.txt
"Currently Glaston employs approximately 1,500 persons",neutral,files/input/train\neutral\0307.txt
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction",neutral,files/input/train\neutral\0308.txt
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand,neutral,files/input/train\neutral\0309.txt
The company then said it will focus its resources on clinical research,neutral,files/input/train\neutral\0310.txt
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications",neutral,files/input/train\neutral\0311.txt
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares",neutral,files/input/train\neutral\0312.txt
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team",neutral,files/input/train\neutral\0313.txt
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect",neutral,files/input/train\neutral\0314.txt
The business area 's net sales were slightly over 2m in 2006,neutral,files/input/train\neutral\0315.txt
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations,neutral,files/input/train\neutral\0316.txt
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China,neutral,files/input/train\neutral\0317.txt
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings",neutral,files/input/train\neutral\0318.txt
The project also implies an underground parking lot for 56 vehicles,neutral,files/input/train\neutral\0319.txt
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations",neutral,files/input/train\neutral\0320.txt
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations,neutral,files/input/train\neutral\0321.txt
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index,neutral,files/input/train\neutral\0322.txt
Panostaja did not disclose the purchase price,neutral,files/input/train\neutral\0323.txt
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting",neutral,files/input/train\neutral\0324.txt
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share",neutral,files/input/train\neutral\0325.txt
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc.",neutral,files/input/train\neutral\0326.txt
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow",neutral,files/input/train\neutral\0327.txt
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles",neutral,files/input/train\neutral\0328.txt
"BasWare is headquartered in Espoo , Finland",neutral,files/input/train\neutral\0329.txt
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills",neutral,files/input/train\neutral\0330.txt
The value of the orders is about EUR 70mn,neutral,files/input/train\neutral\0331.txt
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September",neutral,files/input/train\neutral\0332.txt
The contract is for next year,neutral,files/input/train\neutral\0333.txt
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments",neutral,files/input/train\neutral\0334.txt
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007,neutral,files/input/train\neutral\0335.txt
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore,neutral,files/input/train\neutral\0336.txt
"With this , the company will exit the contract manufacturing service segment",neutral,files/input/train\neutral\0337.txt
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012",neutral,files/input/train\neutral\0338.txt
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland",neutral,files/input/train\neutral\0339.txt
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011,neutral,files/input/train\neutral\0340.txt
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities,neutral,files/input/train\neutral\0341.txt
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection",neutral,files/input/train\neutral\0342.txt
The transaction is expected to be completed next spring,neutral,files/input/train\neutral\0343.txt
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal",neutral,files/input/train\neutral\0344.txt
Castecka said the town hall would hold talks with other investors interested in the zone,neutral,files/input/train\neutral\0345.txt
"The reductions will be implemented immediately , beginning in October 2009",neutral,files/input/train\neutral\0346.txt
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros",neutral,files/input/train\neutral\0347.txt
The value of this kind of order amounts usually between Euro 2 and 3 million,neutral,files/input/train\neutral\0348.txt
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari,neutral,files/input/train\neutral\0349.txt
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15,neutral,files/input/train\neutral\0350.txt
The contract includes heating plant equipment and associated installation work,neutral,files/input/train\neutral\0351.txt
"By the end of 2006 , the number of joint branch offices will total 170",neutral,files/input/train\neutral\0352.txt
The value of the contract is in total USD12m,neutral,files/input/train\neutral\0353.txt
"We know that it exists , '' Artemyev said",neutral,files/input/train\neutral\0354.txt
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",neutral,files/input/train\neutral\0355.txt
The platform would continue to be the development framework for Symbian and MeeGo,neutral,files/input/train\neutral\0356.txt
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets",neutral,files/input/train\neutral\0357.txt
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX.",neutral,files/input/train\neutral\0358.txt
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg,neutral,files/input/train\neutral\0359.txt
The Company turnover amounted to MEUR 27.9 in 2007,neutral,files/input/train\neutral\0360.txt
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees",neutral,files/input/train\neutral\0361.txt
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members",neutral,files/input/train\neutral\0362.txt
"You need to be ready when the window opens up , Rosberg said",neutral,files/input/train\neutral\0363.txt
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",neutral,files/input/train\neutral\0364.txt
The purchase sum is about EUR 10mn US$ 12.97 mn,neutral,files/input/train\neutral\0365.txt
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates",neutral,files/input/train\neutral\0366.txt
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation",neutral,files/input/train\neutral\0367.txt
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares",neutral,files/input/train\neutral\0368.txt
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000",neutral,files/input/train\neutral\0369.txt
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors",neutral,files/input/train\neutral\0370.txt
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters",neutral,files/input/train\neutral\0371.txt
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector",neutral,files/input/train\neutral\0372.txt
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces",neutral,files/input/train\neutral\0373.txt
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over",neutral,files/input/train\neutral\0374.txt
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005,neutral,files/input/train\neutral\0375.txt
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million",neutral,files/input/train\neutral\0376.txt
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings",neutral,files/input/train\neutral\0377.txt
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights",neutral,files/input/train\neutral\0378.txt
Russia 's Video International Group holds a controlling stake in Russian Media Ventures,neutral,files/input/train\neutral\0379.txt
The parties have therefore agreed to leave Avena out of the deal,neutral,files/input/train\neutral\0380.txt
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn",neutral,files/input/train\neutral\0381.txt
`` These developments partly reflect the government 's higher activity in the field of dividend policy . ',neutral,files/input/train\neutral\0382.txt
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions",neutral,files/input/train\neutral\0383.txt
"Jeder Beta-Tester erh+ï¿½lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+ï¿½glichkeit , die finale Version zu beeinflussen",neutral,files/input/train\neutral\0384.txt
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience",neutral,files/input/train\neutral\0385.txt
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",neutral,files/input/train\neutral\0386.txt
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units",neutral,files/input/train\neutral\0387.txt
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas,neutral,files/input/train\neutral\0388.txt
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report",neutral,files/input/train\neutral\0389.txt
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws,neutral,files/input/train\neutral\0390.txt
Each share is entitled to one vote,neutral,files/input/train\neutral\0391.txt
The original patent was filed in Finland under application No.,neutral,files/input/train\neutral\0392.txt
Most of the dividend will go to the Grimaldi family,neutral,files/input/train\neutral\0393.txt
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week",neutral,files/input/train\neutral\0394.txt
"As part of the transaction , the +ï¿½+ï¿½nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract",neutral,files/input/train\neutral\0395.txt
The company has 120 employees and annual sales of approximately EUR16m,neutral,files/input/train\neutral\0396.txt
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants",neutral,files/input/train\neutral\0397.txt
"Also , a six-year historic analysis is provided for this market",neutral,files/input/train\neutral\0398.txt
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway",neutral,files/input/train\neutral\0399.txt
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland",neutral,files/input/train\neutral\0400.txt
The value of the orders is about EUR 25mn,neutral,files/input/train\neutral\0401.txt
Completion of the transaction is subject to a final agreement and a Due Diligence process,neutral,files/input/train\neutral\0402.txt
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010",neutral,files/input/train\neutral\0403.txt
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium",neutral,files/input/train\neutral\0404.txt
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012,neutral,files/input/train\neutral\0405.txt
`` Directors and shareholders alike should ask why these practices were allowed to continue . ',neutral,files/input/train\neutral\0406.txt
The price will be specified at the completion date,neutral,files/input/train\neutral\0407.txt
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland",neutral,files/input/train\neutral\0408.txt
"The gross area of eight houses will be 12,167 m2",neutral,files/input/train\neutral\0409.txt
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET )",neutral,files/input/train\neutral\0410.txt
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people",neutral,files/input/train\neutral\0411.txt
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010,neutral,files/input/train\neutral\0412.txt
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006",neutral,files/input/train\neutral\0413.txt
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers",neutral,files/input/train\neutral\0414.txt
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co.,neutral,files/input/train\neutral\0415.txt
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float",neutral,files/input/train\neutral\0416.txt
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks,neutral,files/input/train\neutral\0417.txt
The negotiations will concern the plant 's department producing winded roving that employs 10 people,neutral,files/input/train\neutral\0418.txt
"SSH Communications Security Corporation is headquartered in Helsinki , Finland",neutral,files/input/train\neutral\0419.txt
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present,neutral,files/input/train\neutral\0420.txt
The shops are located in the capital region and the Paijat-Hame region,neutral,files/input/train\neutral\0421.txt
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26,neutral,files/input/train\neutral\0422.txt
The value of the deal has not been disclosed,neutral,files/input/train\neutral\0423.txt
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix",neutral,files/input/train\neutral\0424.txt
It is expected to be online by 2011,neutral,files/input/train\neutral\0425.txt
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn",neutral,files/input/train\neutral\0426.txt
"The sale will be finalized in September or October , the company said",neutral,files/input/train\neutral\0427.txt
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services,neutral,files/input/train\neutral\0428.txt
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level",neutral,files/input/train\neutral\0429.txt
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform",neutral,files/input/train\neutral\0430.txt
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year,neutral,files/input/train\neutral\0431.txt
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services",neutral,files/input/train\neutral\0432.txt
The sellers were EOSS Innovationsmanagement and a group of private individuals,neutral,files/input/train\neutral\0433.txt
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein",neutral,files/input/train\neutral\0434.txt
He will report to CapMan Plc 's CEO Heikki Westerlund,neutral,files/input/train\neutral\0435.txt
The original contract was signed last summer,neutral,files/input/train\neutral\0436.txt
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release,neutral,files/input/train\neutral\0437.txt
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed,neutral,files/input/train\neutral\0438.txt
No financial details of the deployment were disclosed,neutral,files/input/train\neutral\0439.txt
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008",neutral,files/input/train\neutral\0440.txt
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process,neutral,files/input/train\neutral\0441.txt
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007",neutral,files/input/train\neutral\0442.txt
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day",neutral,files/input/train\neutral\0443.txt
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation",neutral,files/input/train\neutral\0444.txt
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc.,neutral,files/input/train\neutral\0445.txt
He wore a black beanie-type cap and a black jacket,neutral,files/input/train\neutral\0446.txt
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . '",neutral,files/input/train\neutral\0447.txt
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance",neutral,files/input/train\neutral\0448.txt
"Our customers include companies in the energy and process industry sectors , in particular",neutral,files/input/train\neutral\0449.txt
The divested stake represented about 2.7 m shares in Okmetic 's capital,neutral,files/input/train\neutral\0450.txt
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia",neutral,files/input/train\neutral\0451.txt
The deal means that ten persons in three countries will transfer to Tieto,neutral,files/input/train\neutral\0452.txt
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases",neutral,files/input/train\neutral\0453.txt
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",neutral,files/input/train\neutral\0454.txt
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result,neutral,files/input/train\neutral\0455.txt
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added",neutral,files/input/train\neutral\0456.txt
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform,neutral,files/input/train\neutral\0457.txt
The company is listed on the Nordic Exchange in Helsinki,neutral,files/input/train\neutral\0458.txt
"The total donation amount is EUR 1,115,000",neutral,files/input/train\neutral\0459.txt
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail",neutral,files/input/train\neutral\0460.txt
"The value of the order is EUR 700,000",neutral,files/input/train\neutral\0461.txt
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson",neutral,files/input/train\neutral\0462.txt
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively,neutral,files/input/train\neutral\0463.txt
